"Country or Area","Year","Area","Sex","Language","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Australia","2016","Urban","Female","Catalan","Census - de jure - complete tabulation","Final figure, complete","2017","226","8"
"Australia","2016","Urban","Female","Mauritian Creole","Census - de jure - complete tabulation","Final figure, complete","2017","2018","8"
"Australia","2016","Urban","Female","Nauruan","Census - de jure - complete tabulation","Final figure, complete","2017","165","8"
"Australia","2016","Urban","Female","Rotuman","Census - de jure - complete tabulation","Final figure, complete","2017","191","8"
"Australia","2016","Urban","Female","Tigrinya","Census - de jure - complete tabulation","Final figure, complete","2017","2476","8"
"Australia","2016","Urban","Female","Wu","Census - de jure - complete tabulation","Final figure, complete","2017","1889","8"
"Australia","2016","Urban","Female","Karen","Census - de jure - complete tabulation","Final figure, complete","2017","5224","8"
"Australia","2016","Urban","Female","Dari","Census - de jure - complete tabulation","Final figure, complete","2017","14309","8"
"Australia","2016","Urban","Female","Latin","Census - de jure - complete tabulation","Final figure, complete","2017","76","8"
"Australia","2016","Urban","Female","Oromo","Census - de jure - complete tabulation","Final figure, complete","2017","1517","8"
"Australia","2016","Urban","Female","Auslan","Census - de jure - complete tabulation","Final figure, complete","2017","5445","8"
"Australia","2016","Urban","Female","Min Nan","Census - de jure - complete tabulation","Final figure, complete","2017","9847","8"
"Australia","2016","Urban","Female","Acehnese","Census - de jure - complete tabulation","Final figure, complete","2017","39","8"
"Australia","2016","Urban","Female","Acholi","Census - de jure - complete tabulation","Final figure, complete","2017","583","8"
"Australia","2016","Urban","Female","Adnymathanha","Census - de jure - complete tabulation","Final figure, complete","2017","37","8"
"Australia","2016","Urban","Female","African Languages, nec","Census - de jure - complete tabulation","Final figure, complete","2017","1388","8"
"Australia","2016","Urban","Female","African Languages, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","1036","8"
"Australia","2016","Urban","Female","Akan","Census - de jure - complete tabulation","Final figure, complete","2017","1530","8"
"Australia","2016","Urban","Female","Alawa","Census - de jure - complete tabulation","Final figure, complete","2017","4","8"
"Australia","2016","Urban","Female","Alyawarr","Census - de jure - complete tabulation","Final figure, complete","2017","63","8"
"Australia","2016","Urban","Female","Amharic","Census - de jure - complete tabulation","Final figure, complete","2017","3602","8"
"Australia","2016","Urban","Female","Anindilyakwa","Census - de jure - complete tabulation","Final figure, complete","2017","24","8"
"Australia","2016","Urban","Female","Anmatyerr, nec","Census - de jure - complete tabulation","Final figure, complete","2017","40","8"
"Australia","2016","Urban","Female","Anmatyerr, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","4","8"
"Australia","2016","Urban","Female","Anuak","Census - de jure - complete tabulation","Final figure, complete","2017","123","8"
"Australia","2016","Urban","Female","Arabana","Census - de jure - complete tabulation","Final figure, complete","2017","4","8"
"Australia","2016","Urban","Female","Arnhem Land and Daly River Region Languages, nec","Census - de jure - complete tabulation","Final figure, complete","2017","9","8"
"Australia","2016","Urban","Female","Aromunian (Macedo-Romanian)","Census - de jure - complete tabulation","Final figure, complete","2017","27","8"
"Australia","2016","Urban","Female","Arrernte, nec","Census - de jure - complete tabulation","Final figure, complete","2017","176","8"
"Australia","2016","Urban","Female","Arrernte, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","60","8"
"Australia","2016","Urban","Female","Australian Indigenous Languages, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","2030","8"
"Australia","2016","Urban","Female","Azeri","Census - de jure - complete tabulation","Final figure, complete","2017","195","8"
"Australia","2016","Urban","Female","Badimaya","Census - de jure - complete tabulation","Final figure, complete","2017","0","8"
"Australia","2016","Urban","Female","Balochi","Census - de jure - complete tabulation","Final figure, complete","2017","112","8"
"Australia","2016","Urban","Female","Baltic, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","3","8"
"Australia","2016","Urban","Female","Bandjalang","Census - de jure - complete tabulation","Final figure, complete","2017","42","8"
"Australia","2016","Urban","Female","Banyjima","Census - de jure - complete tabulation","Final figure, complete","2017","9","8"
"Australia","2016","Urban","Female","Bardi","Census - de jure - complete tabulation","Final figure, complete","2017","22","8"
"Australia","2016","Urban","Female","Bari","Census - de jure - complete tabulation","Final figure, complete","2017","421","8"
"Australia","2016","Urban","Female","Bassa","Census - de jure - complete tabulation","Final figure, complete","2017","46","8"
"Australia","2016","Urban","Female","Batjala","Census - de jure - complete tabulation","Final figure, complete","2017","7","8"
"Australia","2016","Urban","Female","Bidjara","Census - de jure - complete tabulation","Final figure, complete","2017","9","8"
"Australia","2016","Urban","Female","Bilinarra","Census - de jure - complete tabulation","Final figure, complete","2017","4","8"
"Australia","2016","Urban","Female","Bisaya","Census - de jure - complete tabulation","Final figure, complete","2017","2551","8"
"Australia","2016","Urban","Female","Bunuba","Census - de jure - complete tabulation","Final figure, complete","2017","12","8"
"Australia","2016","Urban","Female","Burarra","Census - de jure - complete tabulation","Final figure, complete","2017","431","8"
"Australia","2016","Urban","Female","Burmese and Related Languages, nec","Census - de jure - complete tabulation","Final figure, complete","2017","1678","8"
"Australia","2016","Urban","Female","Burmese and Related Languages, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","484","8"
"Australia","2016","Urban","Female","Cape York Peninsula Languages, nec","Census - de jure - complete tabulation","Final figure, complete","2017","429","8"
"Australia","2016","Urban","Female","Cape York Peninsula Languages, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","9","8"
"Australia","2016","Urban","Female","Celtic, nec","Census - de jure - complete tabulation","Final figure, complete","2017","9","8"
"Australia","2016","Urban","Female","Celtic, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","16","8"
"Australia","2016","Urban","Female","Chaldean Neo-Aramaic","Census - de jure - complete tabulation","Final figure, complete","2017","8511","8"
"Australia","2016","Urban","Female","Chin Haka","Census - de jure - complete tabulation","Final figure, complete","2017","2341","8"
"Australia","2016","Urban","Female","Chinese, nec","Census - de jure - complete tabulation","Final figure, complete","2017","21","8"
"Australia","2016","Urban","Female","Chinese, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","9953","8"
"Australia","2016","Urban","Female","Creole, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","2012","8"
"Australia","2016","Urban","Female","Cypriot, so described","Census - de jure - complete tabulation","Final figure, complete","2017","114","8"
"Australia","2016","Urban","Female","Czechoslovakian, so described","Census - de jure - complete tabulation","Final figure, complete","2017","88","8"
"Australia","2016","Urban","Female","Daatiwuy","Census - de jure - complete tabulation","Final figure, complete","2017","17","8"
"Australia","2016","Urban","Female","Dan (Gio-Dan)","Census - de jure - complete tabulation","Final figure, complete","2017","123","8"
"Australia","2016","Urban","Female","Dhalwangu","Census - de jure - complete tabulation","Final figure, complete","2017","4","8"
"Australia","2016","Urban","Female","Dhanggatti","Census - de jure - complete tabulation","Final figure, complete","2017","18","8"
"Australia","2016","Urban","Female","Dhangu, nec","Census - de jure - complete tabulation","Final figure, complete","2017","0","8"
"Australia","2016","Urban","Female","Dhangu, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","9","8"
"Australia","2016","Urban","Female","Dharawal","Census - de jure - complete tabulation","Final figure, complete","2017","14","8"
"Australia","2016","Urban","Female","Dhay'yi, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","0","8"
"Australia","2016","Urban","Female","Dhivehi","Census - de jure - complete tabulation","Final figure, complete","2017","295","8"
"Australia","2016","Urban","Female","Dhuwal, nec","Census - de jure - complete tabulation","Final figure, complete","2017","0","8"
"Australia","2016","Urban","Female","Dhuwal, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","3","8"
"Australia","2016","Urban","Female","Dhuwala, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","0","8"
"Australia","2016","Urban","Female","Dhuwaya","Census - de jure - complete tabulation","Final figure, complete","2017","6","8"
"Australia","2016","Urban","Female","Dinka","Census - de jure - complete tabulation","Final figure, complete","2017","6255","8"
"Australia","2016","Urban","Female","Diyari","Census - de jure - complete tabulation","Final figure, complete","2017","0","8"
