,NIVEAU_GÉO,GÉO,QUESTION,LANGUE,CHIFFRE_TOTAL
11230,Province,Nouveau-Brunswick,Langue maternelle,Azerbaïdjanais,10
11231,Province,Nouveau-Brunswick,Langue maternelle,Kazakh,5
11232,Province,Nouveau-Brunswick,Langue maternelle,Turc,95
11233,Province,Nouveau-Brunswick,Langue maternelle,Ouïghour,0
11234,Province,Nouveau-Brunswick,Langue maternelle,Ouzbek,10
11235,Province,Nouveau-Brunswick,Langue maternelle,"Langues turques, n.i.a.",20
11237,Province,Nouveau-Brunswick,Langue maternelle,Estonien,15
11238,Province,Nouveau-Brunswick,Langue maternelle,Finnois,40
11239,Province,Nouveau-Brunswick,Langue maternelle,Hongrois,195
11240,Province,Nouveau-Brunswick,Langue maternelle,"Autres langues, n.i.a.",0
11242,Province,Nouveau-Brunswick,Langue maternelle,Français et anglais,12815
11243,Province,Nouveau-Brunswick,Langue maternelle,Anglais et langue(s) non officielle(s),4695
11244,Province,Nouveau-Brunswick,Langue maternelle,Français et langue(s) non officielle(s),655
11245,Province,Nouveau-Brunswick,Langue maternelle,"Français, anglais et langue(s) non officielle(s)",345
11246,Province,Nouveau-Brunswick,Langue maternelle,Langues non officielles multiples,440
11261,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Anglais,528115
11262,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Français,201560
11266,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Pied-noir,0
11268,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Atikamekw,0
11270,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Ililimowin (cri de Moose),0
11271,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Inu Ayimun (cri du Sud-Est),0
11272,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Iyiyiw-Ayimiwin (cri du Nord-Est),0
11273,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Nehinawewin (cri des marais),0
11274,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Nehiyawewin (cri des plaines),0
11275,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Nihithawiwin (cri des bois),0
11276,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Cri, n.d.a.",5
11277,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Innu (montagnais),0
11278,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Naskapi,5
11280,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Mi'kmaq,440
11281,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Wolastoqewi (malécite),45
11283,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Anicinabemowin (algonquin),0
11284,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Oji-cri,0
11286,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Anishinaabemowin (chippewa),0
11287,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Daawaamwin (odawa),0
11288,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Saulteaux (ojibwé occidental),0
11289,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Ojibwé, n.d.a.",0
11290,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Langues algonquiennes, n.i.a.",0
11293,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Dakelh (porteur),0
11294,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Dane-zaa (castor),0
11295,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Déné, n.d.a.",0
11296,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Gwich'in,0
11298,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Deh Gah Ghotie Zhatie (esclave du Sud),0
11299,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Satuotine Yati (esclave du Nord),0
11300,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Esclave, n.d.a.",0
11302,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Kaska (nahani),0
11303,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Tahltan,0
11304,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Tlicho (flanc-de-chien),0
11305,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Tse'khene (sekani),0
11306,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Tsilhqot'in (chilcotin),0
11307,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Tsuu T'ina (sarsi),0
11309,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Tutchone du Nord,0
11310,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Tutchone du Sud,0
11311,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Tutchone, n.d.a.",0
11312,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Wetsuwet'en-babine,0
11313,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Tlingit,0
11314,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Langues athabascanes, n.i.a.",0
11315,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Haïda,0
11318,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Inuinnaqtun,0
11319,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Inuvialuktun,0
11320,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Inuktitut,0
11321,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Langues inuktutes (inuites), n.i.a.",0
11323,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Cayuga,0
11324,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Mohawk,0
11325,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Oneida,0
11326,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Langues iroquoiennes, n.i.a.",0
11327,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Ktunaxa (kutenai),0
11328,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Michif,0
11330,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Halkomelem,0
11331,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Lillooet,0
11332,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Ntlakapamux (thompson),0
11333,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Secwepemctsin (shuswap),0
11334,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Squamish,0
11335,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Straits,0
11336,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Syilx (okanagan),0
11337,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Langues salishennes, n.i.a.",0
11339,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Assiniboine,0
11340,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Dakota,0
11341,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Stoney,0
11342,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Langues siouennes, n.i.a.",0
11344,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Gitxsan (gitksan),0
11345,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Nisga'a,0
11346,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Tsimshian,0
11348,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Haisla,0
11349,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Heiltsuk,0
11350,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Kwak'wala (kwakiutl),0
11351,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Nuu-chah-nulth (nootka),0
11352,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Langues wakashanes, n.i.a.",0
11353,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Langues autochtones, n.i.a.",0
11354,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Langues autochtones, n.d.a.",5
11358,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Kabyle,15
11359,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Tamazight,0
11360,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Langues berbères, n.i.a.",10
11362,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Haoussa,0
11363,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Mina,5
11364,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Copte,0
11366,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Bilen,0
11367,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Oromo,0
11368,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Somali,60
11369,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Langues couchitiques, n.i.a.",0
11371,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Amharique,30
11372,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Arabe,3060
11374,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Assyrien néo-araméen,0
11375,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Chaldéen néo-araméen,0
11376,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Araméen, n.d.a.",5
11377,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Harari,0
11378,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Hébreu,85
11379,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Maltais,0
11380,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Tigrigna,30
11381,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Langues sémitiques, n.i.a.",0
11383,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Khmer (cambodgien),0
11384,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Vietnamien,685
11385,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Langues austro-asiatiques, n.i.a.",0
11387,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Bicol,0
11388,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Bisaya, n.d.a.",30
11389,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Cebuano,125
11390,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Fidjien,0
11391,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Hiligaïnon,10
11392,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Ilocano,20
11393,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Indonésien,5
11394,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Kankanaey,0
11395,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Kinaray-a,0
11397,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Merina,10
11398,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Malgache, n.d.a.",5
11399,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Malais,0
11400,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Pampangan (kapampangan, pampango)",0
11401,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Pangasinan,0
11402,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Tagalog (pilipino, filipino)",1510
11403,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Waray-waray,0
11404,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Langues austronésiennes, n.i.a.",0
11406,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Créole haïtien,60
11407,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Créole jamaïcain anglais,0
11408,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Krio,0
11409,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Mauricien,10
11410,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Sango,0
11411,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Créole, n.d.a.",25
11412,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Langues créoles, n.i.a.",0
11414,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Kannada,20
11415,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Malayalam,180
11416,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Tamoul,180
11417,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Telougou,185
11418,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Tulu,0
11419,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Langues dravidiennes, n.i.a.",0
11420,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Géorgien,0
11421,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Langues hmong-mien,0
11423,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Albanais,30
11424,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Arménien,15
11427,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Letton,0
11428,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Lituanien,20
11430,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Biélorusse,0
11431,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Bulgare,5
11432,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Tchèque,30
11433,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Macédonien,10
11434,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Polonais,90
11435,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Russe,1135
11436,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Russine,0
11438,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Bosniaque,30
11439,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Croate,20
11440,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Serbe,100
11441,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Serbo-croate, n.i.a.",0
11442,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Slovaque,25
11443,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Slovène,0
11444,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Ukrainien,315
11445,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Langues slaves, n.i.a.",0
11447,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Irlandais,0
11448,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Gaélique écossais,0
11449,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Gallois,0
11450,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Langues celtiques, n.i.a.",0
11452,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Frison,0
11454,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Allemand,355
11455,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Allemand pennsylvanien,55
11456,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Allemand suisse,15
11457,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Yiddish,0
11459,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Afrikaans,75
11460,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Néerlandais,160
11461,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Bas-allemand, n.d.a.",0
11462,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Bas-saxon,0
11463,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Bas-allemand mennonite,0
11464,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Vlaams (flamand),0
11466,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Danois,10
11467,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Islandais,0
11468,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Norvégien,5
11469,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Suédois,5
11470,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,"Langues germaniques, n.i.a.",10
11471,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Grec,25
11474,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Assamais,0
11475,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Bengali,225
11476,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Gujarati,250
11477,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Hindi,430
11478,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Kacchi,0
11479,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Cachemiri,5
11480,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Konkani,15
11481,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Marathi,25
11482,Province,Nouveau-Brunswick,Langue parlée le plus souvent à la maison,Népalais,75
