# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep  4 15:47:49 2023
#
# COLUMN star_name:      Star Name
# COLUMN hip_name:       HIP Name
# COLUMN hd_name:        HD Name
# COLUMN gj_name:        GJ Name
# COLUMN tm_name:        2MASS Name
# COLUMN st_exocatflag:  ExoCat List Flag
# COLUMN st_coronagflag: Exo-C List Flag
# COLUMN st_starshadeflag: Exo-S List Flag
# COLUMN st_wfirstflag:  WFIRST List Flag
# COLUMN st_lbtiflag:    LBTI List Flag
# COLUMN st_rvflag:      Known RV Data
# COLUMN st_ppnum:       Number of Planets in System
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_vmag:        V-band [mag]
# COLUMN st_vmagerr:     V-band Unc. [mag]
# COLUMN st_bmv:         B-V [mag]
# COLUMN st_bmverr:      B-V Unc. [mag]
# COLUMN st_spttype:     Spectral Type
# COLUMN st_lbol:        Stellar Bolometric Luminosity [Solar]
# COLUMN st_lbolerr:     Stellar Bolometric Luminosity Unc. [Solar]
#
star_name,hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_lbtiflag,st_rvflag,st_ppnum,rastr,ra,decstr,dec,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_bmv,st_bmverr,st_spttype,st_lbol,st_lbolerr
HIP 22349,HIP 22349,HD 30455,,2MASS J04484210+1842349,1,0,0,0,0,0,0,04h48m42.02s,72.175092,+18d42m37.3s,18.710366,29.78,0.92,-0.87,6.950,0.020,0.620,0.000,G2V...,1.340,0.080
HIP 22424,HIP 22424,,,2MASS J04493277-1447220,1,0,0,0,0,0,0,04h49m32.87s,72.386976,-14d47m20.0s,-14.788881,24.80,1.58,-1.40,10.880,0.010,1.420,0.010,K7,0.070,0.140
HIP 22431 A,HIP 22431 A,HD 31027 A,,2MASS J04493709-5352536 A,1,0,0,0,0,0,0,04h49m36.92s,72.403842,-53d52m55.5s,-53.882079,29.87,0.61,-0.59,7.640,0.000,0.850,0.000,K1V,0.800,0.070
HIP 22449,HIP 22449,HD 30652,GJ 178,2MASS J04495040+0657409,1,1,1,0,1,1,0,04h49m50.14s,72.458909,+06d57m40.5s,6.961247,8.07,,,3.170,0.020,0.460,0.020,F6V,3.000,0.060
HIP 22451,HIP 22451,HD 30876,GJ 3317,2MASS J04495233-3506273,1,0,0,0,0,0,0,04h49m52.35s,72.468127,-35d06m26.5s,-35.107353,17.75,0.18,-0.18,7.500,0.010,0.900,0.010,K2V,0.340,0.040
HIP 22498,HIP 22498,,,2MASS J04502504+6319589,1,0,0,0,0,0,0,04h50m24.81s,72.603359,+63d20m00.3s,63.333424,28.95,1.52,-1.38,9.990,0.010,1.330,0.020,K7,0.150,0.120
GJ 179,HIP 22627,,GJ 179,2MASS J04520573+0628356,1,0,1,0,0,1,1,04h52m05.64s,73.023506,+06d28m38.3s,6.477293,12.29,0.65,-0.59,12.020,0.010,1.550,0.010,M4,0.020,0.150
HIP 22638,HIP 22638,,,2MASS J04521334+4458270,1,0,0,0,0,0,0,04h52m13.40s,73.055817,+44d58m26.4s,44.973990,29.93,1.58,-1.43,9.300,0.060,1.120,0.020,K5,0.250,0.190
HIP 22715,HIP 22715,HD 30973,GJ 2035,2MASS J04530470+2214069,1,0,0,0,0,0,0,04h53m04.64s,73.269321,+22d14m07.7s,22.235485,26.54,0.82,-0.77,8.790,0.040,1.020,0.000,K5V,0.270,0.150
HIP 22738 A,HIP 22738 A,,GJ 2036 A,2MASS J04533119-5551372,1,0,0,0,0,0,0,04h53m31.07s,73.379451,-55d51m37.8s,-55.860487,11.11,0.23,-0.22,10.760,0.010,1.560,0.010,M2Ve,0.030,0.110
GJ 180,HIP 22762,,GJ 180,2MASS J04534995-1746235,1,0,0,0,0,0,3,04h53m49.73s,73.457207,-17d46m18.7s,-17.771853,12.12,0.37,-0.35,10.890,0.010,1.550,0.010,M3,0.030,0.120
HIP 22776,HIP 22776,HD 31000,,2MASS J04535620+3645267,1,0,0,0,0,0,0,04h53m56.21s,73.484195,+36d45m26.7s,36.757405,28.22,0.58,-0.55,7.740,0.020,0.770,0.020,G5,0.620,0.080
HIP 22787,HIP 22787,HD 31392,GJ 3319,2MASS J04540419-3524164,1,0,0,0,0,0,0,04h54m04.12s,73.517162,-35d24m17.6s,-35.404901,25.16,0.25,-0.25,7.610,0.020,0.790,0.000,K0V,0.560,0.060
HIP 22907,HIP 22907,HD 31560,GJ 2037,2MASS J04554189-2833500,1,0,0,0,0,0,0,04h55m41.79s,73.924107,-28d33m48.1s,-28.563361,17.89,0.18,-0.18,8.120,0.010,1.090,0.010,K3/4V,0.230,0.040
HIP 23140,HIP 23140,,GJ 1074,2MASS J04584599+5056378,1,0,0,0,0,0,0,04h58m45.53s,74.689689,+50d56m40.7s,50.944642,19.31,0.80,-0.74,10.970,0.010,1.430,0.010,M0V:,0.050,0.140
HIP 23147,HIP 23147,,GJ 181,2MASS J04585058+4950572,1,0,0,0,0,0,0,04h58m50.47s,74.710305,+49d50m58.4s,49.849562,16.31,0.33,-0.32,9.800,0.010,1.410,0.010,M2,0.080,0.060
HIP 23200,HIP 23200,,GJ 182,2MASS J04593483+0147007,1,0,0,0,0,0,0,04h59m34.81s,74.895046,+01d47m01.5s,1.783751,25.88,1.95,-1.69,10.050,0.010,1.390,0.020,M0.5Ve,0.170,0.160
HIP 23309,HIP 23309,,,2MASS J05004714-5715255,1,0,0,0,0,0,0,05h00m47.09s,75.196215,-57d15m26.1s,-57.257251,26.78,0.83,-0.78,10.100,0.080,1.260,0.080,M0Ve,0.180,0.170
HIP 23311,HIP 23311,HD 32147,GJ 183,2MASS J05004896-0545117,1,0,1,0,1,1,0,05h00m48.68s,75.202822,-05d45m03.5s,-5.750979,8.71,,,6.230,0.020,1.050,0.010,K4III,0.300,0.060
HIP 23431,HIP 23431,HD 32237,,2MASS J05020984+1404541,1,0,0,0,0,0,0,05h02m09.78s,75.540747,+14d04m57.2s,14.082549,30.00,1.25,-1.15,8.180,0.020,0.720,0.020,G5,0.470,0.120
HIP 23437,HIP 23437,HD 32778,GJ 186.1 A,2MASS J05021706-5604501,1,0,0,0,0,0,0,05h02m17.11s,75.571280,-56d04m56.3s,-56.082315,22.48,0.23,-0.22,7.020,0.010,0.630,0.010,G0V,0.730,0.040
HIP 23452 A,HIP 23452 A,HD 32450,GJ 185 A,2MASS J05022845-2115236 A,1,0,0,0,0,0,0,05h02m28.51s,75.618792,-21d15m22.0s,-21.256106,8.58,0.09,-0.08,8.320,0.010,1.450,0.010,M0V,0.090,0.040
HIP 23482,HIP 23482,HD 32743,GJ 187,2MASS J05024868-4909050,1,0,0,0,0,0,0,05h02m48.73s,75.703022,-49d09m05.3s,-49.151473,26.08,,,5.370,0.000,0.420,0.000,F3/5V,4.060,0.020
HIP 23484,HIP 23484,HD 31675,,2MASS J05025045+6649227,1,0,0,0,0,0,0,05h02m50.34s,75.709746,+66d49m25.6s,66.823789,27.76,0.28,-0.27,6.190,0.020,0.490,0.020,F6V:,2.210,0.050
HIP 23512,HIP 23512,,GJ 3325,2MASS J05032009-1722245,1,0,0,0,0,0,0,05h03m20.22s,75.834267,-17d22m20.8s,-17.372453,9.21,0.19,-0.18,11.740,0.010,1.640,0.010,K:,0.010,0.110
HIP 23516,HIP 23516,,GJ 186,2MASS J05032188-2315011,1,0,0,0,0,0,0,05h03m21.73s,75.840528,-23d15m02.3s,-23.250630,24.86,1.31,-1.18,9.280,0.000,1.280,0.010,K5V,0.240,0.120
HIP 23518,HIP 23518,,GJ 184,2MASS J05032402+5307412,1,0,0,0,0,0,0,05h03m22.63s,75.844307,+53d07m55.9s,53.132206,13.62,0.42,-0.40,9.960,0.010,1.390,0.020,M0,0.040,0.120
HIP 23693,HIP 23693,HD 33262,GJ 189,2MASS J05053067-5728217,1,1,1,0,0,0,0,05h05m30.69s,76.377877,-57d28m22.8s,-57.472989,11.65,,,4.710,0.010,0.530,0.010,F6/7V,1.540,0.100
HIP 23708,HIP 23708,,GJ 1075,2MASS J05054736-5733138,1,0,0,0,0,0,0,05h05m47.41s,76.447532,-57d33m14.8s,-57.554123,11.66,0.12,-0.12,8.930,0.010,1.420,0.010,K7V,0.080,0.040
HIP 23783,HIP 23783,HD 32537,GJ 187.2 A,2MASS J05064067+5135519 A,1,0,0,0,0,0,0,05h06m40.66s,76.669410,+51d35m53.3s,51.598143,26.29,0.27,-0.26,4.970,0.020,0.320,0.020,F0V,5.870,0.060
HIP 23786,HIP 23786,HD 32850,GJ 3330,2MASS J05064223+1426462,1,0,0,0,0,0,0,05h06m42.05s,76.675198,+14d26m48.5s,14.446816,23.67,0.48,-0.46,7.730,0.010,0.810,0.010,K0V,0.460,0.070
HIP 23835,HIP 23835,HD 32923,GJ 188 A,2MASS J05072692+1838420 A,1,1,1,0,0,1,0,05h07m26.68s,76.861150,+18d38m42.0s,18.645007,15.43,0.16,-0.15,4.910,0.010,0.660,0.010,G4V,2.330,0.050
HIP 23852,HIP 23852,HD 33021,GJ 3334,2MASS J05073831+0928185,1,0,0,0,0,0,0,05h07m38.32s,76.909652,+09d28m21.8s,9.472709,27.67,0.28,-0.27,6.180,0.020,0.630,0.000,G1IV,2.350,0.050
HIP 23875,HIP 23875,HD 33111,GJ 9175,2MASS J05075100-0505109,1,1,0,0,1,0,0,05h07m51.03s,76.962641,-05d05m10.5s,-5.086263,27.40,0.28,-0.27,2.760,0.020,0.150,0.020,A3IVn,49.810,0.070
HIP 23932,HIP 23932,,GJ 190,2MASS J05083500-1810178,1,0,0,0,0,0,0,05h08m34.74s,77.144734,-18d10m07.1s,-18.168645,9.27,0.19,-0.18,10.300,0.010,1.510,0.010,M5,0.050,0.110
HIP 23941,HIP 23941,HD 33256,GJ 189.2,2MASS J05084368-0427225,1,0,0,0,0,0,0,05h08m43.67s,77.181945,-04d27m22.5s,-4.456246,25.46,0.26,-0.25,5.120,0.020,0.430,0.020,F5V,4.970,0.060
HIP 24069,HIP 24069,,,2MASS J05101805+0930073,1,0,0,0,0,0,0,05h10m18.02s,77.575098,+09d30m10.5s,9.502909,27.13,3.35,-2.69,12.240,0.250,1.380,0.130,M0V:,0.030,0.550
Kapteyn,HIP 24186,HD 33793,GJ 191,2MASS J05114046-4501051,1,0,0,0,0,0,1,05h11m35.21s,77.896720,-45d00m16.2s,-45.004487,3.91,,,8.850,0.010,1.580,0.010,M2.0V,0.010,0.090
HIP 24205,HIP 24205,HD 33636,,2MASS J05114645+0424127,1,0,1,0,0,1,0,05h11m46.34s,77.943097,+04d24m13.9s,4.403873,28.37,0.88,-0.83,6.980,0.020,0.590,0.020,G1/2V,1.150,0.090
HIP 24210,HIP 24210,HD 33725,GJ 9178,2MASS J05115425-0906466,1,0,0,0,0,0,0,05h11m54.29s,77.976210,-09d06m42.5s,-9.111798,28.26,0.58,-0.55,8.040,0.010,0.800,0.010,K0V,0.480,0.060
HIP 24243,HIP 24243,HD 277656,,2MASS J05121738+4126461,1,0,0,0,0,0,0,05h12m17.39s,78.072457,+41d26m49.7s,41.447136,28.26,1.18,-1.09,8.930,0.040,1.010,0.020,K2,0.260,0.130
HIP 24284,HIP 24284,,GJ 192,2MASS J05124223+1939566,1,0,0,0,0,0,0,05h12m42.05s,78.175221,+19d39m54.3s,19.665070,12.29,0.65,-0.59,10.750,0.010,1.560,0.010,M5,0.030,0.150
HIP 24332,HIP 24332,HD 33632,,2MASS J05131746+3720144,1,0,0,0,0,0,0,05h13m17.55s,78.323133,+37d20m15.5s,37.337637,26.12,0.26,-0.26,6.470,0.020,0.530,0.020,F8,1.540,0.060
HIP 24419,HIP 24419,HD 34101,GJ 193,2MASS J05142005-1549358,1,0,0,0,0,0,0,05h14m19.94s,78.583063,-15d49m33.9s,-15.826085,29.06,1.21,-1.12,7.430,0.010,0.720,0.010,G8V,0.860,0.090
HIP 24454,HIP 24454,HD 290054,,2MASS J05144813+0039430,1,0,0,0,0,0,0,05h14m47.99s,78.699979,+00d39m47.0s,0.663047,26.69,1.70,-1.51,10.030,0.080,1.190,0.010,K2III,0.120,0.230
HIP 24472,HIP 24472,,GJ 3340,2MASS J05150804-0720486,1,0,0,0,0,0,0,05h15m07.89s,78.782862,-07d20m44.7s,-7.345754,22.45,2.22,-1.85,11.540,0.010,1.530,0.010,M:,0.040,0.240
HIP 24608,HIP 24608,HD 34029,GJ 194 A,2MASS J05164138+4559525 A,1,1,0,0,0,0,0,05h16m41.30s,79.172065,+45d59m56.5s,45.999029,13.12,0.13,-0.13,0.080,0.010,0.800,0.020,M1:comp,158.400,0.060
HIP 24710 A,HIP 24710 A,HD 34659 A,,2MASS J05180038-2729265,1,0,0,0,0,0,0,05h18m00.42s,79.501734,-27d29m25.6s,-27.490438,29.82,6.11,-4.33,9.870,0.050,1.020,0.020,K3V,0.120,0.470
HIP 24783 A,HIP 24783 A,HD 34751,GJ 199 A,2MASS J05184718-2123376,1,0,0,0,0,0,0,05h18m47.28s,79.696991,-21d23m37.2s,-21.393666,19.89,0.62,-0.58,9.350,0.000,1.300,0.000,K3/5V,0.140,0.120
HIP 24786,HIP 24786,HD 34721,GJ 198,2MASS J05185050-1807480,1,0,0,0,0,0,0,05h18m50.24s,79.709316,-18d07m48.7s,-18.130199,25.03,0.25,-0.25,5.960,0.000,0.570,0.010,G0V,2.270,0.060
HIP 24813,HIP 24813,HD 34411,GJ 197,2MASS J05190848+4005565,1,1,1,0,1,1,0,05h19m08.08s,79.783660,+40d06m02.4s,40.100667,12.63,,,4.690,0.020,0.610,0.020,G0V,1.890,0.060
HIP 24819 A,HIP 24819 A,HD 34673,GJ 200 A,2MASS J05191260-0304256 A,1,0,0,0,0,0,0,05h19m12.25s,79.801038,-03d04m26.9s,-3.074141,15.45,0.32,-0.30,7.760,0.010,1.060,0.010,K3V,0.250,0.060
HIP 24874,HIP 24874,HD 34865,GJ 3346,2MASS J05195955-1550228,1,0,0,0,0,0,0,05h19m59.47s,79.997796,-15d50m24.5s,-15.840142,24.30,0.75,-0.71,8.710,0.030,1.000,0.000,K3V,0.240,0.100
HD 33564,HIP 25110,HD 33564,GJ 196,2MASS J05223348+7913519,1,0,0,0,0,0,1,05h22m33.78s,80.640739,+79d13m50.7s,79.230757,20.89,,,5.080,0.020,0.480,0.020,F6V,3.450,0.060
HIP 25119 A,HIP 25119 A,HD 35112,,2MASS J05223749+0236111 A,1,0,0,0,0,0,0,05h22m37.46s,80.656077,+02d36m12.7s,2.603529,20.23,0.41,-0.40,7.750,0.010,0.970,0.010,K3V,0.390,0.070
HIP 25220,HIP 25220,HD 35171,GJ 201,2MASS J05233836+1719267,1,0,0,0,0,0,0,05h23m38.23s,80.909276,+17d19m26.9s,17.324131,14.08,0.29,-0.28,7.940,0.020,1.100,0.000,K2,0.180,0.070
HIP 25278,HIP 25278,HD 35296,GJ 202,2MASS J05242545+1723006,1,1,1,0,1,0,0,05h24m25.31s,81.105460,+17d23m00.8s,17.383552,14.39,0.15,-0.14,5.000,0.020,0.520,0.020,F8VSB,1.800,0.060
HIP 25283,HIP 25283,HD 35650,,2MASS J05243016-3858106,1,0,0,0,0,0,0,05h24m30.14s,81.125572,-38d58m10.2s,-38.969513,18.00,0.37,-0.35,9.080,0.010,1.290,0.010,K2,0.130,0.070
HIP 25421,HIP 25421,HD 35854,GJ 1079,2MASS J05261471-3230170,1,0,0,0,0,0,0,05h26m14.57s,81.560701,-32d30m16.4s,-32.504544,17.77,0.18,-0.18,7.700,0.020,0.950,0.000,K2/3V,0.300,0.050
HIP 25486,HIP 25486,HD 35850,,2MASS J05270477-1154033,1,0,0,0,0,0,0,05h27m04.75s,81.769804,-11d54m03.0s,-11.900844,27.04,0.27,-0.27,6.300,0.020,0.540,0.020,F7/8V,1.950,0.050
HIP 25544,HIP 25544,HD 36435,GJ 204.1,2MASS J05273934-6024575,1,0,0,0,0,0,0,05h27m39.53s,81.914697,-60d24m56.8s,-60.415769,19.20,0.19,-0.19,6.980,0.010,0.770,0.010,G6/8V,0.570,0.040
HIP 25578,HIP 25578,,GJ 203,2MASS J05280015+0938382,1,0,0,0,0,0,0,05h28m00.27s,82.001106,+09d38m44.8s,9.645774,8.81,0.37,-0.34,12.430,0.010,1.640,0.010,M5,0.010,0.140
HIP 25623,HIP 25623,HD 36003,GJ 204,2MASS J05282613-0329576,1,0,0,0,0,0,0,05h28m26.28s,82.109481,-03d29m51.4s,-3.497618,13.02,0.13,-0.13,7.640,0.010,1.140,0.010,K4V,0.210,0.050
HIP 25647,HIP 25647,HD 36705,,2MASS J05284484-6526551,1,0,0,0,0,0,0,05h28m44.78s,82.186595,-65d26m56.2s,-65.448937,15.17,0.15,-0.15,7.000,0.010,0.860,0.010,K1III(P),0.430,0.040
HIP 25662,HIP 25662,HD 35956,GJ 3347 A,2MASS J05285163+1233031,1,0,0,0,0,1,0,05h28m51.58s,82.214919,+12d33m04.9s,12.551353,28.17,0.87,-0.82,6.740,0.020,0.580,0.000,G0V,1.460,0.090
HIP 25716,HIP 25716,,GJ 2043 A,2MASS J05292704+1534383,1,0,0,0,0,0,0,05h29m27.07s,82.362784,+15d34m39.4s,15.577601,17.26,0.72,-0.66,10.640,0.240,1.540,0.240,M2V:,0.050,0.420
HIP 25775,HIP 25775,HD 274255,,2MASS J05301400-4241502,1,0,0,0,0,0,0,05h30m13.98s,82.558238,-42d41m49.1s,-42.696979,18.78,0.38,-0.37,9.710,0.010,1.390,0.010,M0V,0.100,0.090
HIP 25878,HIP 25878,HD 36395,GJ 205,2MASS J05312734-0340356,1,0,0,0,0,0,0,05h31m26.95s,82.862294,-03d40m19.7s,-3.672142,5.68,0.06,-0.06,7.970,0.010,1.480,0.010,M1.0V,0.070,0.100
HIP 25953,HIP 25953,,GJ 206,2MASS J05321467+0949150,1,0,0,0,0,0,0,05h32m14.76s,83.061511,+09d49m16.8s,9.821341,12.79,0.67,-0.61,11.530,0.010,1.630,0.010,M4Ve,0.030,0.150
HIP 26016 C,HIP 26016 C,,,2MASS J05330558-0143155 C,1,0,0,0,0,0,0,05h33m05.59s,83.273298,-01d43m15.6s,-1.720994,23.85,22.02,-7.74,8.350,0.020,0.020,0.020,B8,0.330,1.440
HIP 26081,HIP 26081,,GJ 207.1,2MASS J05334480+0156434,1,0,0,0,0,0,0,05h33m44.94s,83.437232,+01d56m44.8s,1.945779,15.94,1.02,-0.90,11.460,0.010,1.570,0.010,M2.5Ve,0.030,0.180
HIP 26113,HIP 26113,,GJ 3352,2MASS J05340870+5112566,1,0,0,0,0,0,0,05h34m08.71s,83.536302,+51d12m58.3s,51.216195,25.53,1.92,-1.67,11.070,0.010,1.500,0.020,M3,0.070,0.190
HIP 26175,HIP 26175,HD 37065,GJ 207.2,2MASS J05344859-2328079,1,0,0,0,0,0,0,05h34m48.42s,83.701742,-23d28m04.5s,-23.467930,26.62,0.82,-0.78,8.800,0.000,0.920,0.000,K2V,0.240,0.070
HIP 26335,HIP 26335,HD 245409,GJ 208,2MASS J05363099+1119401,1,0,0,0,0,0,0,05h36m30.99s,84.129134,+11d19m40.8s,11.328006,11.24,0.11,-0.11,8.840,0.010,1.440,0.010,K7,0.080,0.070
HIP 26369,HIP 26369,,,2MASS J05365509-4757481,1,0,0,0,0,0,0,05h36m55.07s,84.229454,-47d57m48.2s,-47.963383,25.63,6.01,-4.09,9.870,0.010,1.210,0.010,K6Ve,0.160,0.470
HIP 26373,HIP 26373,HD 37572,,2MASS J05365685-4757528,1,0,0,0,0,0,0,05h36m56.83s,84.236802,-47d57m52.9s,-47.964687,25.11,0.78,-0.73,7.950,0.000,0.850,0.010,K0V,0.440,0.080
HD 39091,HIP 26394,HD 39091,GJ 9189,2MASS J05370988-8028090,1,1,1,0,0,1,2,05h37m08.79s,84.286636,-80d28m18.0s,-80.471675,18.32,,,5.650,0.000,0.600,0.000,G1V,1.640,0.100
HIP 26462,HIP 26462,,,2MASS J05374563-5434000,1,0,0,0,0,0,0,05h37m45.63s,84.440128,-54d34m00.9s,-54.566911,27.11,19.63,-8.02,9.940,0.070,0.710,0.070,G5,0.070,1.260
HIP 26501 A,HIP 26501 A,HD 37706,GJ 3360 A,2MASS J05380940-4606215,1,0,0,0,0,0,0,05h38m09.50s,84.539569,-46d06m17.7s,-46.104907,25.50,0.52,-0.50,7.330,0.010,0.770,0.020,G6V,0.740,0.110
HIP 26505,HIP 26505,HD 37008,GJ 3358,2MASS J05381191+5126445,1,0,0,0,0,0,0,05h38m12.38s,84.551566,+51d26m43.7s,51.445483,20.16,0.20,-0.20,7.740,0.010,0.830,0.010,K2V,0.340,0.050
HIP 26542,HIP 26542,,,2MASS J05384048-3821268,1,0,0,0,0,0,0,05h38m40.43s,84.668461,-38d21m24.7s,-38.356867,28.36,0.88,-0.83,9.550,0.000,1.040,0.010,K5V,0.160,0.070
HIP 26653,HIP 26653,HD 37216,,2MASS J05395233+5253508,1,0,0,0,0,0,0,05h39m52.36s,84.968161,+52d53m52.2s,52.897833,27.95,0.86,-0.81,7.830,0.020,0.770,0.020,G5,0.560,0.090
HIP 26690,HIP 26690,,,2MASS J05401815+1521012,1,0,0,0,0,0,0,05h40m18.15s,85.075630,+15d21m01.4s,15.350400,23.25,45.13,-9.24,8.320,0.050,0.450,0.020,F0,0.220,2.400
HIP 26779,HIP 26779,HD 37394,GJ 211,2MASS J05412033+5328523,1,0,1,0,0,1,0,05h41m20.33s,85.334721,+53d28m56.4s,53.482330,12.28,0.12,-0.12,6.200,0.020,0.840,0.010,K1V,0.500,0.040
HIP 26801,HIP 26801,HD 233153,GJ 212,2MASS J05413073+5329239,1,0,0,0,0,0,0,05h41m30.73s,85.378028,+53d29m27.8s,53.491058,12.44,0.25,-0.24,9.780,0.010,1.470,0.010,M1,0.060,0.100
HIP 26834,HIP 26834,HD 37986,GJ 214,2MASS J05415367-1537499,1,0,0,0,0,0,0,05h41m53.54s,85.473079,-15d37m48.9s,-15.630256,29.04,0.59,-0.57,7.340,0.020,0.820,0.020,G8/K0IV,0.920,0.070
HIP 26844,HIP 26844,,GJ 9188,2MASS J05415886+1520141,1,0,0,0,0,0,0,05h41m58.82s,85.495079,+15d20m14.4s,15.337330,21.35,1.12,-1.02,10.570,0.010,1.460,0.010,M0,0.070,0.240
HIP 26857,HIP 26857,,GJ 213,2MASS J05420897+1229252,1,0,0,0,0,0,0,05h42m08.07s,85.533636,+12d29m35.4s,12.493155,5.83,0.06,-0.06,11.480,0.010,1.610,0.010,M4.0V,0.010,0.090
HIP 27072,HIP 27072,HD 38393,GJ 216 A,2MASS J05442780-2226538,1,1,1,0,1,0,0,05h44m27.97s,86.116562,-22d26m51.0s,-22.447487,8.93,,,3.590,0.010,0.480,0.010,F7V,2.510,0.050
HIP 27075,HIP 27075,HD 38382,,2MASS J05442839-2007358,1,0,0,0,0,0,0,05h44m28.41s,86.118359,-20d07m36.0s,-20.126663,25.54,0.26,-0.25,6.340,0.020,0.560,0.020,F8/G0V,1.670,0.050
HD 39194,HIP 27080,HD 39194,GJ 217.2,2MASS J05443201-7008391,1,0,0,0,0,0,0,05h44m32.45s,86.135207,-70d08m47.7s,-70.146582,25.90,0.53,-0.51,8.090,0.000,0.760,0.010,G8V,0.400,0.050
HIP 27111 A,HIP 27111 A,HD 247168,,2MASS J05445680+0914323 A,1,0,0,0,0,0,0,05h44m56.77s,86.236525,+09d14m37.6s,9.243791,16.34,5.45,-3.27,11.350,0.010,0.700,0.020,F8:,0.010,0.620
HIP 27188,HIP 27188,,GJ 215,2MASS J05454821+6214132,1,0,0,0,0,0,0,05h45m47.90s,86.449596,+62d14m19.3s,62.238686,13.73,0.14,-0.14,9.020,0.010,1.380,0.010,M0,0.100,0.040
HIP 27207,HIP 27207,HD 38230,GJ 217,2MASS J05460191+3717043,1,0,0,0,0,0,0,05h46m01.53s,86.506370,+37d17m09.2s,37.285888,21.85,0.45,-0.43,7.330,0.020,0.830,0.010,K0V,0.570,0.070
HIP 27244,HIP 27244,HD 38973,,2MASS J05462799-5313095,1,0,0,0,0,0,0,05h46m27.95s,86.616472,-53d13m08.3s,-53.218983,28.18,0.28,-0.28,6.630,0.010,0.590,0.010,G2V,1.570,0.030
HD 38529,HIP 27253,HD 38529,,2MASS J05463492+0110053,0,0,1,0,0,1,2,05h46m34.91s,86.645470,+01d10m05.5s,1.168193,42.41,0.11,-0.11,5.950,,0.780,,G4 IV,,
HIP 27288,HIP 27288,HD 38678,GJ 217.1,2MASS J05465735-1449189,1,1,0,0,1,0,0,05h46m57.35s,86.738957,-14d49m19.0s,-14.821947,21.61,,,3.550,0.000,0.100,0.000,A2VANN,15.400,0.050
bet Pic,HIP 27321,HD 39060,GJ 219,2MASS J05471708-5103594,1,1,0,0,0,1,2,05h47m17.08s,86.821181,-51d04m00.2s,-51.066713,19.44,,,3.850,0.000,0.170,0.000,A5V,9.080,0.050
HIP 27323,HIP 27323,,GJ 1084,2MASS J05471821-4831306,1,0,0,0,0,0,0,05h47m18.19s,86.825805,-48d31m27.7s,-48.524356,20.76,0.42,-0.41,9.740,0.000,1.380,0.010,M0V,0.120,0.050
HIP 27359,HIP 27359,,GJ 218,2MASS J05474051-3619425,1,0,0,0,0,0,0,05h47m40.02s,86.916762,-36d19m41.8s,-36.328266,15.03,0.31,-0.29,10.740,0.010,1.460,0.010,M2,0.040,0.110
HIP 27397,HIP 27397,,GJ 3369,2MASS J05481715-1108048,1,0,0,0,0,0,0,05h48m17.27s,87.071970,-11d08m07.9s,-11.135532,26.75,1.71,-1.51,10.980,0.010,1.380,0.020,,0.070,0.150
HD 38858,HIP 27435,HD 38858,GJ 1085,2MASS J05483495-0405404,1,0,0,1,0,0,0,05h48m34.90s,87.145434,-04d05m38.7s,-4.094087,15.18,0.15,-0.15,5.970,0.000,0.640,0.000,G3V,0.850,0.050
HIP 27604,HIP 27604,HD 39170,,2MASS J05503945-0125471,1,0,0,0,0,0,0,05h50m39.51s,87.664640,-01d25m46.4s,-1.429548,9.40,11.03,-3.30,9.380,0.010,0.240,0.020,F0,0.010,1.720
HIP 27628,HIP 27628,HD 39425,,2MASS J05505760-3546062,1,1,0,0,0,0,0,05h50m57.55s,87.739803,-35d46m09.5s,-35.769292,26.73,,,3.100,0.020,1.170,0.020,K1.5III,52.650,0.060
HIP 27654,HIP 27654,HD 39364,,2MASS J05511928-2052440,0,1,0,0,0,0,0,05h51m19.30s,87.830399,-20d52m44.7s,-20.879089,34.42,0.72,-0.75,3.850,,0.980,,G8 III/IV,,
BD-06 1339,HIP 27803,,GJ 221,2MASS J05530028-0559410,1,0,0,0,0,0,2,05h53m00.29s,88.251189,-05d59m38.4s,-5.994002,20.31,0.63,-0.59,9.720,0.090,1.320,0.000,M0V,0.110,0.180
HD 40307,HIP 27887,HD 40307,GJ 2046,2MASS J05540421-6001245,1,0,0,0,0,1,5,05h54m04.30s,88.517922,-60d01m24.0s,-60.023325,13.00,,,7.170,0.000,0.940,0.000,K3V,0.270,0.020
HIP 27890,HIP 27890,HD 40409,GJ 224.1,2MASS J05540606-6305230,1,1,0,0,0,0,0,05h54m05.90s,88.524584,-63d05m27.7s,-63.091021,26.25,0.54,-0.51,4.640,0.020,1.050,0.020,K1III/IV,12.300,0.110
