# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep  4 15:45:56 2023
#
# COLUMN tic_id:         TIC ID
# COLUMN hip_name:       HIP ID
# COLUMN hip_compname:   HIP Component ID
# COLUMN hd_name:        HD ID
# COLUMN hr_name:        HR ID
# COLUMN gj_name:        GJ ID
# COLUMN constellation:  Constellation ID
# COLUMN hostname:       Host Name
# COLUMN sy_dist:        Distance [pc]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_plx:         Parallax [mas]
# COLUMN sy_plxerr:      Parallax [mas] Unc
# COLUMN sy_plx_reflink: Parallax [mas] Reference
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr:     V (Johnson) Magnitude Unc
# COLUMN sy_vmag_reflink: V (Johnson) Magnitude Reference
# COLUMN sy_bvmag:       B-V (Johnson) Color [mag]
# COLUMN sy_bvmagerr:    B-V (Johnson) Color [mag] Unc
# COLUMN sy_bvmag_reflink: B-V (Johnson) Color [mag] Reference
# COLUMN sy_rcmag:       R (Cousins) Magnitude
# COLUMN sy_rcmag_reflink: R (Cousins) Magnitude Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_spectype_reflink: Spectral Type Reference
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr:     Stellar Effective Temperature Unc. [K]
# COLUMN st_teff_reflink: Stellar Effective Temperature [K] Reference
# COLUMN st_lum:         Stellar Luminosity [log10(Solar)]
# COLUMN st_lumerr:      Stellar Luminosity Unc. [log10(Solar)]
# COLUMN st_lum_reflink: Stellar Luminosity [log10(Solar)] Reference
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_diam:        Stellar Angular Diameter [mas]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr:      Stellar Metallicity Unc. [dex]
# COLUMN st_met_reflink: Stellar Metallicity [dex] Reference
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr:     Stellar Surface Gravity Unc. [log10(cm/s**2)]
# COLUMN st_logg_reflink: Stellar Surface Gravity [log10(cm/s**2)] Reference
# COLUMN st_log_rhk:     Stellar Ca II Chromospheric Activity Index [log R HK]
# COLUMN st_log_rhk_reflink: Stellar Ca II Chromospheric Activity Index [log R HK] Reference
# COLUMN st_eei_orbsep:  Earth Equivalent Insolation Distance [au]
# COLUMN st_eei_angsep:  Earth Equivalent Insolation Distance [mas]
# COLUMN st_etwin_bratio: Earth Equivalent Planet-Star Ratio
# COLUMN st_etwin_rcmag: Earth Equivalent R (Cousins) Magnitude
# COLUMN st_eei_orbper:  Orbital Period at EEID [days]
# COLUMN st_etwin_rvamp: Earth Equivalent Radial Velocity Amplitude [cm/s]
# COLUMN st_etwin_astamp: Earth Equivalent Astrometric Amplitude [uas]
# COLUMN wds_designation: WDS Designation
# COLUMN wds_comp:       WDS Component
# COLUMN wds_sep:        WDS Separation [arcsec]
# COLUMN wds_deltamag:   WDS Delta mag
# COLUMN sy_disks_flag:  Disks Flag
# COLUMN sy_disks_flag_reflink: Disks Flag Reference
# COLUMN sy_planets_flag: Planets Flag
# COLUMN sy_pnum:        Number of Planets
# COLUMN target_group:   Target Group
#
tic_id,hip_name,hip_compname,hd_name,hr_name,gj_name,constellation,hostname,sy_dist,ra,dec,sy_plx,sy_plxerr,sy_plx_reflink,sy_vmag,sy_vmagerr,sy_vmag_reflink,sy_bvmag,sy_bvmagerr,sy_bvmag_reflink,sy_rcmag,sy_rcmag_reflink,st_spectype,st_spectype_reflink,st_teff,st_tefferr,st_teff_reflink,st_lum,st_lumerr,st_lum_reflink,st_rad,st_diam,st_mass,st_met,st_meterr,st_met_reflink,st_logg,st_loggerr,st_logg_reflink,st_log_rhk,st_log_rhk_reflink,st_eei_orbsep,st_eei_angsep,st_etwin_bratio,st_etwin_rcmag,st_eei_orbper,st_etwin_rvamp,st_etwin_astamp,wds_designation,wds_comp,wds_sep,wds_deltamag,sy_disks_flag,sy_disks_flag_reflink,sy_planets_flag,sy_pnum,target_group
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 289673491"" target=_blank>TIC 289673491</a>",HIP 910,,HD 693,HR 33,GJ 10,6 Cet,6 Ceti,18.8861,2.8160752,-15.4679779,52.9489,0.0958,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",4.895,0.009,"<a href=""https://ui.adsabs.harvard.edu/abs/1997yCat.2168....0M/abstract"" target=_blank>1997yCat.2168....0M</a>",0.492,0.002,"<a href=""https://ui.adsabs.harvard.edu/abs/1997yCat.2168....0M/abstract"" target=_blank>1997yCat.2168....0M</a>",4.575,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",F8V Fe-0.8 CH-0.5,"<a href=""https://ui.adsabs.harvard.edu/abs/2006AJ....132..161G/abstract"" target=_blank>2006AJ....132..161G</a>",6190,13,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.4767,0.0153,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.505,0.741,1.18,-0.360,0.020,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.090,0.03,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.962,"<a href=""https://ui.adsabs.harvard.edu/abs/2009A&A...493.1099S/abstract"" target=_blank>2009A&A...493.1099S</a>",1.731,91.66,3.86e-11,30.61,765.9,6.30,0.233,,,,,N,,N,0,A
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 70847587"" target=_blank>TIC 70847587</a>",HIP 950,,HD 739,HR 35,GJ 3013,tet Scl,Theta Sculptoris,21.7191,2.9334212,-35.1331147,46.0425,0.0961,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",5.241,0.009,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.459,0.002,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",4.951,estimated,F5V,"<a href=""https://ui.adsabs.harvard.edu/abs/2006AJ....132..161G/abstract"" target=_blank>2006AJ....132..161G</a>",6495,85,"<a href=""https://ui.adsabs.harvard.edu/abs/2013ApJ...764...78R/abstract"" target=_blank>2013ApJ...764...78R</a>",0.4814,0.0177,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.375,0.589,1.33,-0.110,0.040,"<a href=""https://ui.adsabs.harvard.edu/abs/2013ApJ...764...78R/abstract"" target=_blank>2013ApJ...764...78R</a>",4.300,0.03,"<a href=""https://ui.adsabs.harvard.edu/abs/2013ApJ...764...78R/abstract"" target=_blank>2013ApJ...764...78R</a>",-4.715,"<a href=""https://ui.adsabs.harvard.edu/abs/2006AJ....132..161G/abstract"" target=_blank>2006AJ....132..161G</a>",1.741,80.14,3.82e-11,31.00,727.3,5.92,0.181,,,,,N,,N,0,C
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 425935521"" target=_blank>TIC 425935521</a>",HIP 1599,,HD 1581,HR 77,GJ 17,zet Tuc,Zeta Tucanae,8.6071,5.0177443,-64.8747937,116.1826,0.1334,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",4.223,0.003,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.572,0.006,"<a href=""https://ui.adsabs.harvard.edu/abs/1997yCat.2168....0M/abstract"" target=_blank>1997yCat.2168....0M</a>",3.885,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",F9.5V,"<a href=""https://ui.adsabs.harvard.edu/abs/2006AJ....132..161G/abstract"" target=_blank>2006AJ....132..161G</a>",5932,12,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.1010,0.0134,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.063,1.149,1.11,-0.210,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.430,0.02,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.839,"<a href=""https://ui.adsabs.harvard.edu/abs/1996AJ....111..439H/abstract"" target=_blank>1996AJ....111..439H</a>",1.123,130.51,9.17e-11,28.98,412.8,8.06,0.353,,,,,Y,"<a href=""https://ui.adsabs.harvard.edu/abs/2008ApJ...674.1086T/abstract"" target=_blank>2008ApJ...674.1086T</a>",N,0,B
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 267211065"" target=_blank>TIC 267211065</a>",HIP 2021,,HD 2151,HR 98,GJ 19,bet Hyi,Beta Hydri,7.4588,6.4377932,-77.2542461,134.0700,0.1100,"<a href=""https://ui.adsabs.harvard.edu/abs/2007A&A...474..653V/abstract"" target=_blank>2007A&A...474..653V</a>",2.820,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",0.617,0.005,"<a href=""https://ui.adsabs.harvard.edu/abs/1997yCat.2168....0M/abstract"" target=_blank>1997yCat.2168....0M</a>",2.445,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",G0V,"<a href=""https://ui.adsabs.harvard.edu/abs/2006AJ....132..161G/abstract"" target=_blank>2006AJ....132..161G</a>",5806,18,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.5420,0.0120,"<a href=""https://ui.adsabs.harvard.edu/abs/2005ApJS..159..141V/abstract"" target=_blank>2005ApJS..159..141V</a>",1.844,2.300,1.08,-0.120,0.020,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.000,0.03,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.996,"<a href=""https://ui.adsabs.harvard.edu/abs/1996AJ....111..439H/abstract"" target=_blank>1996AJ....111..439H</a>",1.866,250.23,3.32e-11,28.64,896.2,6.34,0.696,,,,,N,,N,0,C
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 434210589"" target=_blank>TIC 434210589</a>",HIP 3093,A,HD 3651 A,HR 166 A,GJ 27A,54 Psc A,54 Piscium A,11.1081,9.8408558,21.2504758,90.0248,0.0482,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",5.863,0.013,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.851,0.008,"<a href=""https://ui.adsabs.harvard.edu/abs/1997A&AS..124..349M/abstract"" target=_blank>1997A&AS..124..349M</a>",5.420,"<a href=""https://ui.adsabs.harvard.edu/abs/2010PASP..122.1437P/abstract"" target=_blank>2010PASP..122.1437P</a>",K0.5V,"<a href=""https://ui.adsabs.harvard.edu/abs/1989ApJS...71..245K/abstract"" target=_blank>1989ApJS...71..245K</a>",5203,23,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-0.2741,0.0090,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",0.898,0.752,0.86,0.140,0.020,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.470,0.03,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.991,"<a href=""https://ui.adsabs.harvard.edu/abs/1996ApJ...457L..99B/abstract"" target=_blank>1996ApJ...457L..99B</a>",0.729,65.66,2.18e-10,29.58,245.3,11.36,0.229,00394+2115,A,42.90,12.32,N,,Y,1,B
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 80431620"" target=_blank>TIC 80431620</a>",HIP 3583,A,HD 4391,HR 209,GJ 1021,,HD 4391,15.0487,11.4399705,-47.5519841,66.4509,0.0446,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",5.795,0.000,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.635,0.003,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",5.420,"<a href=""https://ui.adsabs.harvard.edu/abs/2010PASP..122.1437P/abstract"" target=_blank>2010PASP..122.1437P</a>",G5V Fe-0.8 CH-1,"<a href=""https://ui.adsabs.harvard.edu/abs/2006AJ....132..161G/abstract"" target=_blank>2006AJ....132..161G</a>",5887,33,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-0.0346,0.0118,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",0.924,0.571,0.98,-0.040,0.030,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.650,0.09,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.550,"<a href=""https://ui.adsabs.harvard.edu/abs/1996AJ....111..439H/abstract"" target=_blank>1996AJ....111..439H</a>",0.961,63.85,1.25e-10,30.17,347.5,9.27,0.196,00458-4733,A,16.40,7.64,N,,N,0,B
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 257393898"" target=_blank>TIC 257393898</a>",HIP 3765,,HD 4628,HR 222,GJ 33,,HD 4628,7.4352,12.0957332,5.2806137,134.4948,0.0578,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",5.729,0.001,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.890,0.008,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",5.210,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",K2V,"<a href=""https://ui.adsabs.harvard.edu/abs/2003AJ....126.2048G/abstract"" target=_blank>2003AJ....126.2048G</a>",5007,20,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-0.5226,0.0113,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",0.728,0.911,0.78,-0.260,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.620,0.03,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.852,"<a href=""https://ui.adsabs.harvard.edu/abs/1996ApJ...457L..99B/abstract"" target=_blank>1996ApJ...457L..99B</a>",0.548,73.69,3.85e-10,28.75,167.7,13.77,0.284,00484+0517,A,,,N,,N,0,A
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 445258206"" target=_blank>TIC 445258206</a>",HIP 3821,A,HD 4614 A,HR 219 A,GJ 34A,eta Cas A,Achird,5.0098,12.2762275,57.8151773,199.6080,0.1208,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",3.444,0.007,"<a href=""https://ui.adsabs.harvard.edu/abs/1997A&AS..124..349M/abstract"" target=_blank>1997A&AS..124..349M</a>",0.587,0.003,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",3.097,estimated,F9V,"<a href=""https://ui.adsabs.harvard.edu/abs/1989ApJS...71..245K/abstract"" target=_blank>1989ApJS...71..245K</a>",5907,12,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.0976,0.0066,"<a href=""https://ui.adsabs.harvard.edu/abs/2012ApJ...757..112B/abstract"" target=_blank>2012ApJ...757..112B</a>",1.068,1.983,1.14,-0.280,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.410,0.02,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.949,"<a href=""https://ui.adsabs.harvard.edu/abs/2010ApJ...725..875I/abstract"" target=_blank>2010ApJ...725..875I</a>",1.119,223.35,9.24e-11,28.18,404.9,7.97,0.588,00491+5749,A,13.60,3.84,N,,N,0,A
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 3962869"" target=_blank>TIC 3962869</a>",HIP 3909,,HD 4813,HR 235,GJ 37,19 Cet,19 Ceti,15.9230,12.5316207,-10.6443289,62.8022,0.0951,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",5.176,0.002,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.514,0.011,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",4.850,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",F7V,"<a href=""https://ui.adsabs.harvard.edu/abs/2003AJ....126.2048G/abstract"" target=_blank>2003AJ....126.2048G</a>",6208,15,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.2506,0.0152,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.153,0.674,1.21,-0.120,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.390,0.03,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.865,"<a href=""https://ui.adsabs.harvard.edu/abs/2010ApJ...725..875I/abstract"" target=_blank>2010ApJ...725..875I</a>",1.334,83.80,6.50e-11,30.32,511.8,7.08,0.208,,,,,N,,N,0,A
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 285544488"" target=_blank>TIC 285544488</a>",HIP 4151,,HD 5015,HR 244,GJ 41,,HD 5015,18.8007,13.2674852,61.1239720,53.1896,0.1273,"<a href=""https://ui.adsabs.harvard.edu/abs/2018A&A...616A...1G/abstract"" target=_blank>2018A&A...616A...1G</a>",4.800,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",0.540,0.008,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",4.497,estimated,F8V,"<a href=""https://ui.adsabs.harvard.edu/abs/2001AJ....121.2148G/abstract"" target=_blank>2001AJ....121.2148G</a>",6105,23,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.5355,0.0077,"<a href=""https://ui.adsabs.harvard.edu/abs/2012ApJ...757..112B/abstract"" target=_blank>2012ApJ...757..112B</a>",1.656,0.819,1.18,0.050,0.020,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.110,0.05,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.398,"<a href=""https://ui.adsabs.harvard.edu/abs/2018A&A...616A.108B/abstract"" target=_blank>2018A&A...616A.108B</a>",1.853,98.54,3.37e-11,30.68,847.8,6.09,0.251,00531+6107,A,13.50,6.16,N,,N,0,C
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 229092427"" target=_blank>TIC 229092427</a>",HIP 5862,,HD 7570,HR 370,GJ 55,nu Phe,Nu Phoenicis,15.2609,18.7963393,-45.5316646,65.5270,0.0704,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",4.966,0.002,"<a href=""https://ui.adsabs.harvard.edu/abs/1998A&AS..129..431H/abstract"" target=_blank>1998A&AS..129..431H</a>",0.571,0.006,"<a href=""https://ui.adsabs.harvard.edu/abs/1997yCat.2168....0M/abstract"" target=_blank>1997yCat.2168....0M</a>",4.640,"<a href=""https://ui.adsabs.harvard.edu/abs/1980SAAOC...1..166C/abstract"" target=_blank>1980SAAOC...1..166C</a>",F9V Fe+0.4,"<a href=""https://ui.adsabs.harvard.edu/abs/2006AJ....132..161G/abstract"" target=_blank>2006AJ....132..161G</a>",6110,12,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.3018,0.0141,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.263,0.770,1.14,0.160,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.340,0.03,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.950,"<a href=""https://ui.adsabs.harvard.edu/abs/1996AJ....111..439H/abstract"" target=_blank>1996AJ....111..439H</a>",1.415,92.75,5.78e-11,30.24,576.1,7.08,0.244,,,,,Y,"<a href=""https://ui.adsabs.harvard.edu/abs/2016A&A...593A..51M/abstract"" target=_blank>2016A&A...593A..51M</a>",N,0,B
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 52194638"" target=_blank>TIC 52194638</a>",HIP 5896,A,HD 7788 A,HR 377 A,GJ 9049A,kap Tuc A,Kappa Tucanae A,23.2606,18.9420379,-68.8759448,42.9912,1.0581,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",4.912,0.008,"<a href=""https://ui.adsabs.harvard.edu/abs/2001KFNT...17e.409K/abstract"" target=_blank>2001KFNT...17e.409K</a>",0.401,,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",4.662,estimated,F5V,"<a href=""https://ui.adsabs.harvard.edu/abs/2006AJ....132..161G/abstract"" target=_blank>2006AJ....132..161G</a>",6436,5,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",0.5911,0.0073,"<a href=""https://ui.adsabs.harvard.edu/abs/2018A&A...616A...1G/abstract"" target=_blank>2018A&A...616A...1G</a>",1.588,0.635,1.35,0.030,0.050,"<a href=""https://ui.adsabs.harvard.edu/abs/2016ApJ...826..171G/abstract"" target=_blank>2016ApJ...826..171G</a>",4.021,0.04,"<a href=""https://ui.adsabs.harvard.edu/abs/2022yCat.1355....0G/abstract"" target=_blank>2022yCat.1355....0G</a>",-4.272,"<a href=""https://ui.adsabs.harvard.edu/abs/2020ApJ...898...27S/abstract"" target=_blank>2020ApJ...898...27S</a>",1.975,84.90,2.97e-11,30.98,872.4,5.51,0.189,01158-6853,A,4.60,2.66,N,,N,0,C
"<a href=""https://exoplanetarchive.ipac.caltech.edu/overview/TIC 189576919"" target=_blank>TIC 189576919</a>",HIP 7513,A,HD 9826 A,HR 458 A,GJ 61A,ups And A,Titawin,13.4916,24.1993398,41.4054587,74.1200,0.1900,"<a href=""https://ui.adsabs.harvard.edu/abs/2007A&A...474..653V/abstract"" target=_blank>2007A&A...474..653V</a>",4.100,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",0.536,0.007,"<a href=""https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract"" target=_blank>1997HIP...C......0E</a>",3.772,estimated,F8V,"<a href=""https://ui.adsabs.harvard.edu/abs/2001AJ....121.2148G/abstract"" target=_blank>2001AJ....121.2148G</a>",6154,10,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",0.5254,0.0154,"<a href=""https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract"" target=_blank>2019AJ....158..138S</a>",1.611,1.110,1.18,0.080,0.010,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",4.170,0.02,"<a href=""https://ui.adsabs.harvard.edu/abs/2022A&A...663A...4S/abstract"" target=_blank>2022A&A...663A...4S</a>",-4.980,"<a href=""https://ui.adsabs.harvard.edu/abs/2010ApJ...725..875I/abstract"" target=_blank>2010ApJ...725..875I</a>",1.831,135.72,3.45e-11,29.93,833.1,6.12,0.345,01368+4124,A,55.60,9.45,N,,Y,3,C
