id,name,base_experience,height,weight,speed,hp,attack,defense,special-attack,special-defense,forms,species,is_default,order,type1,type2,ability1,ability2,ability3
10171,moltres-galar,290,20,660,90,90,85,90,100,125,moltres-galar,moltres,False,241,dark,flying,berserk,,
10172,slowking-galar,172,18,795,30,95,65,80,110,110,slowking-galar,slowking,False,131,poison,psychic,curious-medicine,own-tempo,regenerator
10173,corsola-galar,144,6,5,30,60,55,100,65,100,corsola-galar,corsola,False,322,ghost,,weak-armor,cursed-body,
10174,zigzagoon-galar,56,4,175,60,38,30,41,30,41,zigzagoon-galar,zigzagoon,False,362,dark,normal,pickup,gluttony,quick-feet
10175,linoone-galar,147,5,325,100,78,70,61,50,61,linoone-galar,linoone,False,364,dark,normal,pickup,gluttony,quick-feet
10176,darumaka-galar,63,7,400,50,70,90,45,15,45,darumaka-galar,darumaka,False,672,ice,,hustle,inner-focus,
10177,darmanitan-galar-standard,168,17,1200,95,105,140,55,30,55,darmanitan-galar-standard,darmanitan,False,675,ice,,gorilla-tactics,zen-mode,
10178,darmanitan-galar-zen,189,17,1200,135,105,160,55,30,55,darmanitan-galar-zen,darmanitan,False,676,ice,fire,gorilla-tactics,zen-mode,
10179,yamask-galar,61,5,15,30,38,55,85,30,65,yamask-galar,yamask,False,684,ground,ghost,wandering-spirit,,
10180,stunfisk-galar,165,7,205,32,109,81,99,66,84,stunfisk-galar,stunfisk,False,741,ground,steel,mimicry,,
10181,zygarde-10,243,12,335,115,54,100,71,61,85,zygarde-10,zygarde,False,859,dragon,ground,aura-break,,
10182,cramorant-gulping,166,8,180,85,70,85,55,85,95,cramorant-gulping,cramorant,False,1027,flying,water,gulp-missile,,
10183,cramorant-gorging,166,8,180,85,70,85,55,85,95,cramorant-gorging,cramorant,False,1028,flying,water,gulp-missile,,
10184,toxtricity-low-key,176,16,400,75,75,98,70,114,70,toxtricity-low-key,toxtricity,False,1033,electric,poison,punk-rock,minus,technician
10185,eiscue-noice,165,14,890,130,75,80,70,65,50,eiscue-noice,eiscue,False,1060,ice,,ice-face,,
10186,indeedee-female,166,9,280,85,70,55,65,95,105,indeedee-female,indeedee,False,1062,psychic,normal,own-tempo,synchronize,psychic-surge
10187,morpeko-hangry,153,3,30,97,58,95,58,70,58,morpeko-hangry,morpeko,False,1064,electric,dark,hunger-switch,,
10188,zacian-crowned,360,28,3550,148,92,150,115,80,115,zacian-crowned,zacian,False,1076,fairy,steel,intrepid-sword,,
10189,zamazenta-crowned,360,29,7850,128,92,120,140,80,140,zamazenta-crowned,zamazenta,False,1078,fighting,steel,dauntless-shield,,
10190,eternatus-eternamax,563,1000,0,130,255,115,250,125,250,eternatus-eternamax,eternatus,False,1080,poison,dragon,pressure,,
10191,urshifu-rapid-strike,275,19,1050,97,100,130,100,63,60,urshifu-rapid-strike,urshifu,False,1083,fighting,water,unseen-fist,,
10192,zarude-dada,300,18,700,105,105,120,105,70,95,zarude-dada,zarude,False,1085,dark,grass,leaf-guard,,
10193,calyrex-ice,340,24,8091,50,100,165,150,85,130,calyrex-ice,calyrex,False,1091,psychic,ice,as-one-glastrier,,
10194,calyrex-shadow,340,24,536,150,100,85,80,165,100,calyrex-shadow,calyrex,False,1092,psychic,ghost,as-one-spectrier,,
10195,venusaur-gmax,236,240,10000,80,80,82,83,100,100,venusaur-gmax,venusaur,False,-1,grass,poison,overgrow,chlorophyll,
10196,charizard-gmax,240,280,10000,100,78,84,78,109,85,charizard-gmax,charizard,False,-1,fire,flying,blaze,solar-power,
10197,blastoise-gmax,239,250,10000,78,79,83,100,85,105,blastoise-gmax,blastoise,False,-1,water,,torrent,rain-dish,
10198,butterfree-gmax,178,170,10000,70,60,45,50,90,80,butterfree-gmax,butterfree,False,-1,bug,flying,compound-eyes,tinted-lens,
10199,pikachu-gmax,112,210,10000,90,35,55,40,50,50,pikachu-gmax,pikachu,False,-1,electric,,static,lightning-rod,
10200,meowth-gmax,58,330,10000,90,40,45,35,40,40,meowth-gmax,meowth,False,-1,normal,,pickup,technician,unnerve
10201,machamp-gmax,227,250,10000,55,90,130,80,65,85,machamp-gmax,machamp,False,-1,fighting,,guts,no-guard,steadfast
10202,gengar-gmax,225,200,10000,110,60,65,60,130,75,gengar-gmax,gengar,False,-1,ghost,poison,cursed-body,,
10203,kingler-gmax,166,190,10000,75,55,130,115,50,50,kingler-gmax,kingler,False,-1,water,,hyper-cutter,shell-armor,sheer-force
10204,lapras-gmax,187,240,10000,60,130,85,80,85,95,lapras-gmax,lapras,False,-1,water,ice,water-absorb,shell-armor,hydration
10205,eevee-gmax,65,180,10000,55,55,55,50,45,65,eevee-gmax,eevee,False,-1,normal,,run-away,adaptability,anticipation
10206,snorlax-gmax,189,350,10000,30,160,110,65,65,110,snorlax-gmax,snorlax,False,-1,normal,,immunity,thick-fat,gluttony
10207,garbodor-gmax,166,210,10000,75,80,95,82,60,82,garbodor-gmax,garbodor,False,-1,poison,,stench,weak-armor,aftermath
10208,melmetal-gmax,270,250,10000,34,135,143,143,80,65,melmetal-gmax,melmetal,False,-1,steel,,iron-fist,,
10209,rillaboom-gmax,265,280,10000,85,100,125,90,60,70,rillaboom-gmax,rillaboom,False,-1,grass,,overgrow,grassy-surge,
10210,cinderace-gmax,265,270,10000,119,80,116,75,65,75,cinderace-gmax,cinderace,False,-1,fire,,blaze,libero,
10211,inteleon-gmax,265,400,10000,120,70,85,65,125,65,inteleon-gmax,inteleon,False,-1,water,,torrent,sniper,
10212,corviknight-gmax,248,140,10000,67,98,87,105,53,85,corviknight-gmax,corviknight,False,-1,flying,steel,pressure,unnerve,mirror-armor
10213,orbeetle-gmax,253,140,10000,90,60,45,110,80,120,orbeetle-gmax,orbeetle,False,-1,bug,psychic,swarm,frisk,telepathy
10214,drednaw-gmax,170,240,10000,74,90,115,90,48,68,drednaw-gmax,drednaw,False,-1,water,rock,strong-jaw,shell-armor,swift-swim
10215,coalossal-gmax,255,420,10000,30,110,80,120,80,90,coalossal-gmax,coalossal,False,-1,rock,fire,steam-engine,flame-body,flash-fire
10216,flapple-gmax,170,240,10000,70,70,110,80,95,60,flapple-gmax,flapple,False,-1,grass,dragon,ripen,gluttony,hustle
10217,appletun-gmax,170,240,10000,30,110,85,80,100,80,appletun-gmax,appletun,False,-1,grass,dragon,ripen,gluttony,thick-fat
10218,sandaconda-gmax,179,220,10000,71,72,107,125,65,70,sandaconda-gmax,sandaconda,False,-1,ground,,sand-spit,shed-skin,sand-veil
10219,toxtricity-amped-gmax,176,240,10000,75,75,98,70,114,70,toxtricity-amped-gmax,toxtricity,False,-1,electric,poison,punk-rock,plus,technician
10220,centiskorch-gmax,184,750,10000,65,100,115,65,90,90,centiskorch-gmax,centiskorch,False,-1,fire,bug,flash-fire,white-smoke,flame-body
10221,hatterene-gmax,255,260,10000,29,57,90,95,136,103,hatterene-gmax,hatterene,False,-1,psychic,fairy,healer,anticipation,magic-bounce
10222,grimmsnarl-gmax,255,320,10000,60,95,120,65,95,75,grimmsnarl-gmax,grimmsnarl,False,-1,dark,fairy,prankster,frisk,pickpocket
10223,alcremie-gmax,173,300,10000,64,65,60,75,110,121,alcremie-gmax,alcremie,False,-1,fairy,,sweet-veil,aroma-veil,
10224,copperajah-gmax,175,230,10000,30,122,130,69,80,69,copperajah-gmax,copperajah,False,-1,steel,,sheer-force,heavy-metal,
10225,duraludon-gmax,187,430,10000,85,70,95,115,120,50,duraludon-gmax,duraludon,False,-1,steel,dragon,light-metal,heavy-metal,stalwart
10226,urshifu-single-strike-gmax,275,290,10000,97,100,130,100,63,60,urshifu-single-strike-gmax,urshifu,False,-1,fighting,dark,unseen-fist,,
10227,urshifu-rapid-strike-gmax,275,260,10000,97,100,130,100,63,60,urshifu-rapid-strike-gmax,urshifu,False,-1,fighting,water,unseen-fist,,
10228,toxtricity-low-key-gmax,176,240,10000,75,75,98,70,114,70,toxtricity-low-key-gmax,toxtricity,False,-1,electric,poison,punk-rock,minus,technician
10229,growlithe-hisui,70,8,227,55,60,75,45,65,50,growlithe-hisui,growlithe,False,-1,fire,rock,intimidate,flash-fire,rock-head
10230,arcanine-hisui,194,20,1680,90,95,115,80,95,80,arcanine-hisui,arcanine,False,-1,fire,rock,intimidate,flash-fire,rock-head
10231,voltorb-hisui,66,5,130,100,40,30,50,55,55,voltorb-hisui,voltorb,False,-1,electric,grass,soundproof,static,aftermath
10232,electrode-hisui,172,12,710,150,60,50,70,80,80,electrode-hisui,electrode,False,-1,electric,grass,soundproof,static,aftermath
10233,typhlosion-hisui,240,16,698,95,73,84,78,119,85,typhlosion-hisui,typhlosion,False,-1,fire,ghost,blaze,frisk,
10234,qwilfish-hisui,88,5,39,85,65,95,85,55,55,qwilfish-hisui,qwilfish,False,-1,dark,poison,poison-point,swift-swim,intimidate
10235,sneasel-hisui,86,9,270,115,55,95,55,35,75,sneasel-hisui,sneasel,False,-1,fighting,poison,inner-focus,keen-eye,pickpocket
10236,samurott-hisui,238,15,582,85,90,108,80,100,65,samurott-hisui,samurott,False,-1,water,dark,torrent,sharpness,
10237,lilligant-hisui,168,12,192,105,70,105,75,50,75,lilligant-hisui,lilligant,False,-1,grass,fighting,chlorophyll,hustle,leaf-guard
10238,zorua-hisui,66,7,125,70,35,60,40,85,40,zorua-hisui,zorua,False,-1,normal,ghost,illusion,,
10239,zoroark-hisui,179,16,730,110,55,100,60,125,60,zoroark-hisui,zoroark,False,-1,normal,ghost,illusion,,
10240,braviary-hisui,179,17,434,65,110,83,70,112,70,braviary-hisui,braviary,False,-1,psychic,flying,keen-eye,sheer-force,tinted-lens
10241,sliggoo-hisui,158,7,685,40,58,75,83,83,113,sliggoo-hisui,sliggoo,False,-1,steel,dragon,sap-sipper,shell-armor,gooey
10242,goodra-hisui,270,17,3341,60,80,100,100,110,150,goodra-hisui,goodra,False,-1,steel,dragon,sap-sipper,shell-armor,gooey
10243,avalugg-hisui,180,14,2624,38,95,127,184,34,36,avalugg-hisui,avalugg,False,-1,ice,rock,strong-jaw,ice-body,sturdy
10244,decidueye-hisui,239,16,370,60,88,112,80,95,95,decidueye-hisui,decidueye,False,-1,grass,fighting,overgrow,scrappy,
10245,dialga-origin,306,70,8487,90,100,100,120,150,120,dialga-origin,dialga,False,-1,steel,dragon,pressure,telepathy,
10246,palkia-origin,306,63,6590,120,90,100,100,150,120,palkia-origin,palkia,False,-1,water,dragon,pressure,telepathy,
10247,basculin-white-striped,161,10,180,98,70,92,65,80,55,basculin-white-striped,basculin,False,-1,water,,rattled,adaptability,mold-breaker
10248,basculegion-female,265,30,1100,78,120,92,65,100,75,basculegion-female,basculegion,False,-1,water,ghost,swift-swim,adaptability,mold-breaker
10249,enamorus-therian,116,16,480,46,74,115,110,135,100,enamorus-therian,enamorus,False,-1,fairy,flying,overcoat,,
10250,tauros-paldea-combat-breed,172,14,1150,100,75,110,105,30,70,tauros-paldea-combat-breed,tauros,False,-1,fighting,,intimidate,anger-point,cud-chew
10251,tauros-paldea-blaze-breed,172,14,850,100,75,110,105,30,70,tauros-paldea-blaze-breed,tauros,False,-1,fighting,fire,intimidate,anger-point,cud-chew
10252,tauros-paldea-aqua-breed,172,14,1100,100,75,110,105,30,70,tauros-paldea-aqua-breed,tauros,False,-1,fighting,water,intimidate,anger-point,cud-chew
10253,wooper-paldea,42,4,110,15,55,45,45,25,25,wooper-paldea,wooper,False,-1,poison,ground,poison-point,water-absorb,unaware
10254,oinkologne-female,171,10,1200,65,115,90,70,59,90,oinkologne-female,oinkologne,False,-1,normal,,aroma-veil,gluttony,thick-fat
10255,dudunsparce-three-segment,182,45,474,55,125,100,80,85,75,dudunsparce-three-segment,dudunsparce,False,-1,normal,,serene-grace,run-away,rattled
10256,palafin-hero,160,18,974,100,100,160,97,106,87,palafin-hero,palafin,False,-1,water,,zero-to-hero,zero-to-hero,
10257,maushold-family-of-three,165,3,28,111,74,75,70,65,75,maushold-family-of-three,maushold,False,-1,normal,,friend-guard,cheek-pouch,technician
10258,tatsugiri-droopy,166,3,80,82,68,50,60,120,95,tatsugiri-droopy,tatsugiri,False,-1,dragon,water,commander,storm-drain,
10259,tatsugiri-stretchy,166,3,80,82,68,50,60,120,95,tatsugiri-stretchy,tatsugiri,False,-1,dragon,water,commander,storm-drain,
10260,squawkabilly-blue-plumage,146,6,24,92,82,96,51,45,51,squawkabilly-blue-plumage,squawkabilly,False,-1,normal,flying,intimidate,hustle,guts
10261,squawkabilly-yellow-plumage,146,6,24,92,82,96,51,45,51,squawkabilly-yellow-plumage,squawkabilly,False,-1,normal,flying,intimidate,hustle,sheer-force
10262,squawkabilly-white-plumage,146,6,24,92,82,96,51,45,51,squawkabilly-white-plumage,squawkabilly,False,-1,normal,flying,intimidate,hustle,sheer-force
10263,gimmighoul-roaming,60,1,10,80,45,30,25,75,45,gimmighoul-roaming,gimmighoul,False,-1,ghost,,run-away,run-away,
10264,koraidon-limited-build,335,35,3030,135,100,135,115,85,100,koraidon-limited-build,koraidon,False,-1,fighting,dragon,orichalcum-pulse,orichalcum-pulse,
10265,koraidon-sprinting-build,335,35,3030,135,100,135,115,85,100,koraidon-sprinting-build,koraidon,False,-1,fighting,dragon,orichalcum-pulse,orichalcum-pulse,
10266,koraidon-swimming-build,335,35,3030,135,100,135,115,85,100,koraidon-swimming-build,koraidon,False,-1,fighting,dragon,orichalcum-pulse,orichalcum-pulse,
10267,koraidon-gliding-build,335,35,3030,135,100,135,115,85,100,koraidon-gliding-build,koraidon,False,-1,fighting,dragon,orichalcum-pulse,orichalcum-pulse,
10268,miraidon-low-power-mode,335,28,2400,135,100,85,100,135,115,miraidon-low-power-mode,miraidon,False,-1,electric,dragon,hadron-engine,hadron-engine,
10269,miraidon-drive-mode,335,28,2400,135,100,85,100,135,115,miraidon-drive-mode,miraidon,False,-1,electric,dragon,hadron-engine,hadron-engine,
10270,miraidon-aquatic-mode,335,28,2400,135,100,85,100,135,115,miraidon-aquatic-mode,miraidon,False,-1,electric,dragon,hadron-engine,hadron-engine,
10271,miraidon-glide-mode,335,28,2400,135,100,85,100,135,115,miraidon-glide-mode,miraidon,False,-1,electric,dragon,hadron-engine,hadron-engine,
10272,ursaluna-bloodmoon,275,24,2900,52,113,70,120,135,65,ursaluna-bloodmoon,ursaluna,False,-1,ground,normal,minds-eye,,
10273,ogerpon-wellspring-mask,275,12,398,110,80,120,84,60,96,ogerpon-wellspring-mask,ogerpon,False,-1,grass,water,water-absorb,,
10274,ogerpon-hearthflame-mask,275,12,398,110,80,120,84,60,96,ogerpon-hearthflame-mask,ogerpon,False,-1,grass,fire,mold-breaker,,
10275,ogerpon-cornerstone-mask,275,12,398,110,80,120,84,60,96,ogerpon-cornerstone-mask,ogerpon,False,-1,grass,rock,sturdy,,
10276,terapagos-terastal,90,3,160,85,95,95,110,105,110,terapagos-terastal,terapagos,False,-1,normal,,tera-shell,,
10277,terapagos-stellar,90,17,770,85,160,105,110,130,110,terapagos-stellar,terapagos,False,-1,normal,,teraform-zero,,
